2015-04-20 16:18:01,4502
2015-04-20 16:24:28,4502
2015-04-20 16:32:51,4502
2015-04-20 17:57:30,4502
2015-04-20 18:01:47,4502
2015-04-20 18:02:06,4599
2015-04-20 18:02:26,4611
2015-04-21 17:38:39,4611
2015-05-21 18:00:37,4611
2015-06-20 21:21:46,    4611
2015-06-20 22:44:51,    4611
2015-06-20 22:48:14,    4611
2015-06-20 23:01:39,    4611
2015-06-23 16:12:33,8542
2015-06-23 18:06:51,8571
2015-06-24 16:07:24,    8571
2015-06-24 16:09:27,    8571
2015-06-24 17:35:15,    8568
2015-06-30 02:37:33,   15927
2015-06-30 02:44:06,   15927
2015-07-02 15:40:26,15927
2015-07-02 16:11:05,16078
2015-07-02 18:10:52,16169
2015-07-02 18:17:21,16209
2015-07-02 18:18:43,16209
2015-07-03 14:59:51,16247
2015-07-03 15:34:40,16390
2015-07-03 15:45:37,16424
2015-07-03 16:02:38,16465
2015-07-03 18:28:41,16465
2015-07-08 18:59:24,16461
2015-07-08 19:17:54,16460
2015-07-08 19:21:10,16460
2015-07-13 17:15:23,16528
2015-07-13 17:17:38,16528
2015-07-13 18:02:46,16645
2015-07-14 20:13:35,16998
2015-07-15 18:58:23,17052
2015-07-15 19:28:02,17052
2015-07-15 22:21:46,17192
2015-07-20 22:50:28,17930
2015-07-21 12:05:09,17986
2015-07-21 20:51:12,18552
2015-07-21 21:15:05,18684
2015-07-22 19:54:51,19041
2015-07-23 15:36:17,19374
2015-07-23 19:16:06,19773
2015-07-24 18:49:33,20455
2015-07-27 21:04:13,   21247
